date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:16	21311/21311	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:22%20GMT	http://7oroof.com/demos/promina/projects-grid.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/projects-grid.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:16	24437/24437	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:23%20GMT	http://7oroof.com/demos/promina/projects-standard.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/projects-standard.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:16	25053/25053	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:20%20GMT	http://7oroof.com/demos/promina/projects-carousel.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/projects-carousel.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:17	34558/34558	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:23%20GMT	http://7oroof.com/demos/promina/projects-single-project.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/projects-single-project.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:17	21989/21989	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:08%20GMT	http://7oroof.com/demos/promina/blog.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/blog.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:17	27610/27610	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:10%20GMT	http://7oroof.com/demos/promina/blog-single-post.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/blog-single-post.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:17	19951/19951	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:12%20GMT	http://7oroof.com/demos/promina/contacs.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/contacs.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:18	28032/28032	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202020%2020:41:25%20GMT	http://7oroof.com/demos/promina/request-quote.html	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/request-quote.html	(from http://7oroof.com/demos/promina/about-us.html)
21:16:20	7006/7006	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:36:30%20GMT	http://7oroof.com/demos/promina/assets/images/backgrounds/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/backgrounds/1.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:16:28	46062/46062	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:44%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/grid/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/grid/1.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:16:28	58641/58641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:36:43%20GMT	http://7oroof.com/demos/promina/assets/images/banners/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/banners/1.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:16:35	169320/169320	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:53%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/1.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:16:53	598483/598483	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:36:25%20GMT	http://7oroof.com/demos/promina/assets/images/about/2.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/about/2.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:11	34599/34599	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:49%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/grid/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/grid/4.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:17:13	48312/48312	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:51%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/grid/5.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/grid/5.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:17:53	3017/3017	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:31%20GMT	http://7oroof.com/demos/promina/assets/images/clients/2.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/clients/2.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:53	2899/2899	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:31%20GMT	http://7oroof.com/demos/promina/assets/images/clients/3.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/clients/3.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:53	2493/2493	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:32%20GMT	http://7oroof.com/demos/promina/assets/images/clients/4.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/clients/4.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:54	2735/2735	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:33%20GMT	http://7oroof.com/demos/promina/assets/images/clients/5.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/clients/5.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:54	2543/2543	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:33%20GMT	http://7oroof.com/demos/promina/assets/images/clients/6.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/clients/6.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:55	999/999	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:40:02%20GMT	http://7oroof.com/demos/promina/assets/images/testimonials/thumbs/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/testimonials/thumbs/1.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:17:55	1172/1172	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:40:03%20GMT	http://7oroof.com/demos/promina/assets/images/testimonials/thumbs/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/testimonials/thumbs/2.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:17:55	1039/1039	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:40:04%20GMT	http://7oroof.com/demos/promina/assets/images/testimonials/thumbs/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/testimonials/thumbs/3.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:17:55	1233/1233	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:47%20GMT	http://7oroof.com/demos/promina/assets/images/logo/logo-footer.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/logo/logo-footer.png	(from http://7oroof.com/demos/promina/about-us.html)
21:17:57	7202/7202	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jun%202020%2020:40:11%20GMT	http://7oroof.com/demos/promina/assets/js/main.js	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/js/main.js	(from http://7oroof.com/demos/promina/about-us.html)
21:18:10	89476/89476	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jun%202020%2020:40:10%20GMT	http://7oroof.com/demos/promina/assets/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/js/jquery-3.5.1.min.js	(from http://7oroof.com/demos/promina/about-us.html)
21:18:10	144/144	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:43%20GMT	http://7oroof.com/demos/promina/assets/images/icons/pdf.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/icons/pdf.png	(from http://7oroof.com/demos/promina/faqs.html)
21:18:20	196581/196581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:36:51%20GMT	http://7oroof.com/demos/promina/assets/images/banners/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/banners/3.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:18:30	211267/211267	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jun%202020%2020:40:15%20GMT	http://7oroof.com/demos/promina/assets/js/plugins.js	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/js/plugins.js	(from http://7oroof.com/demos/promina/about-us.html)
21:18:37	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jun%202020%2020:35:50%20GMT	http://7oroof.com/demos/promina/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/fontawesome-webfont3e6e.eot	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:37	249297/249297	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:17%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/5.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/5.jpg	(from http://7oroof.com/demos/promina/faqs.html)
21:18:42	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jun%202020%2020:36:04%20GMT	http://7oroof.com/demos/promina/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:46	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Jun%202020%2020:35:57%20GMT	http://7oroof.com/demos/promina/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/fontawesome-webfont3e6e.svg	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:49	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jun%202020%2020:35:50%20GMT	http://7oroof.com/demos/promina/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/fontawesome-webfontd41d.eot	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:52	32528/32528	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jun%202020%2020:36:05%20GMT	http://7oroof.com/demos/promina/assets/fonts/icomoon.eot?4vca3n	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/icomoon437f.eot	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:54	32364/32364	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Jun%202020%2020:36:08%20GMT	http://7oroof.com/demos/promina/assets/fonts/icomoon.ttf?4vca3n	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/icomoon437f.ttf	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:55	117314/117314	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Jun%202020%2020:36:07%20GMT	http://7oroof.com/demos/promina/assets/fonts/icomoon.svg?4vca3n	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/icomoon437f.svg	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:57	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jun%202020%2020:36:02%20GMT	http://7oroof.com/demos/promina/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/fontawesome-webfont3e6e.woff	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:18:57	530/530	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:43%20GMT	http://7oroof.com/demos/promina/assets/images/icons/quote.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/icons/quote.png	(from http://7oroof.com/demos/promina/assets/css/style.css)
21:18:58	32440/32440	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jun%202020%2020:36:09%20GMT	http://7oroof.com/demos/promina/assets/fonts/icomoon.woff?4vca3n	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/icomoon437f.woff	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:19:06	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Jun%202020%2020:36:00%20GMT	http://7oroof.com/demos/promina/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://7oroof.com/demos/promina/assets/css/libraries.css)
21:19:18	127472/127472	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:36:40%20GMT	http://7oroof.com/demos/promina/assets/images/backgrounds/map.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/backgrounds/map.png	(from http://7oroof.com/demos/promina/index.html)
21:19:21	90554/90554	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:39:29%20GMT	http://7oroof.com/demos/promina/assets/images/services/service-overlay.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/services/service-overlay.png	(from http://7oroof.com/demos/promina/index.html)
21:19:21	153867/153867	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:33%20GMT	http://7oroof.com/demos/promina/assets/images/sliders/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/sliders/1.jpg	(from http://7oroof.com/demos/promina/index.html)
21:19:23	169320/169320	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:36%20GMT	http://7oroof.com/demos/promina/assets/images/sliders/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/sliders/2.jpg	(from http://7oroof.com/demos/promina/index.html)
21:19:25	59083/59083	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:36:45%20GMT	http://7oroof.com/demos/promina/assets/images/banners/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/banners/2.jpg	(from http://7oroof.com/demos/promina/index.html)
21:19:26	62455/62455	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:15%20GMT	http://7oroof.com/demos/promina/assets/images/blog/grid/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/grid/1.jpg	(from http://7oroof.com/demos/promina/index.html)
21:20:04	25692/25692	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:19%20GMT	http://7oroof.com/demos/promina/assets/images/blog/grid/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/grid/4.jpg	(from http://7oroof.com/demos/promina/index.html)
21:20:06	31658/31658	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:21%20GMT	http://7oroof.com/demos/promina/assets/images/blog/grid/5.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/grid/5.jpg	(from http://7oroof.com/demos/promina/index.html)
21:20:07	23272/23272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:22%20GMT	http://7oroof.com/demos/promina/assets/images/blog/grid/6.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/grid/6.jpg	(from http://7oroof.com/demos/promina/index.html)
21:20:51	43523/43523	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:38%20GMT	http://7oroof.com/demos/promina/assets/images/features/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/features/1.jpg	(from http://7oroof.com/demos/promina/home-classic.html)
21:20:54	157197/157197	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:43%20GMT	http://7oroof.com/demos/promina/assets/images/sliders/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/sliders/4.jpg	(from http://7oroof.com/demos/promina/home-classic.html)
21:21:10	55128/55128	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:41%20GMT	http://7oroof.com/demos/promina/assets/images/features/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/features/3.jpg	(from http://7oroof.com/demos/promina/home-classic.html)
21:21:55	67518/67518	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:47%20GMT	http://7oroof.com/demos/promina/assets/images/sliders/6.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/sliders/6.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:21:59	36621/36621	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:36:27%20GMT	http://7oroof.com/demos/promina/assets/images/about/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/about/4.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:13	111275/111275	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:16%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/wide/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/wide/2.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:28	219810/219810	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:14%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/wide/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/wide/1.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:41	262619/262619	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:20%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/wide/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/wide/3.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:44	192167/192167	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:24%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/wide/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/wide/4.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:46	105172/105172	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:26%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/wide/5.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/wide/5.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:48	348867/348867	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:36:38%20GMT	http://7oroof.com/demos/promina/assets/images/backgrounds/2.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/backgrounds/2.png	(from http://7oroof.com/demos/promina/home-architecture.html)
21:22:58	76820/76820	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:39:50%20GMT	http://7oroof.com/demos/promina/assets/images/team/1.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/team/1.png	(from http://7oroof.com/demos/promina/leadership-team.html)
21:22:59	67323/67323	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:39:52%20GMT	http://7oroof.com/demos/promina/assets/images/team/2.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/team/2.png	(from http://7oroof.com/demos/promina/leadership-team.html)
21:23:09	153867/153867	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:04%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/3.jpg	(from http://7oroof.com/demos/promina/leadership-team.html)
21:23:10	72633/72633	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:39:54%20GMT	http://7oroof.com/demos/promina/assets/images/team/3.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/team/3.png	(from http://7oroof.com/demos/promina/leadership-team.html)
21:23:12	77650/77650	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:39:56%20GMT	http://7oroof.com/demos/promina/assets/images/team/4.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/team/4.png	(from http://7oroof.com/demos/promina/leadership-team.html)
21:23:19	232663/232663	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:00%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/2.jpg	(from http://7oroof.com/demos/promina/core-values.html)
21:23:23	83898/83898	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:39:59%20GMT	http://7oroof.com/demos/promina/assets/images/team/5.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/team/5.png	(from http://7oroof.com/demos/promina/leadership-team.html)
21:23:42	196581/196581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:09%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/4.jpg	(from http://7oroof.com/demos/promina/pricing.html)
21:23:44	153867/153867	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:26%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/7.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/7.jpg	(from http://7oroof.com/demos/promina/services.html)
